Nom_commune;Code_postal
MONTALET LE BOIS;78440
MORAINVILLIERS;78630
NEAUPHLE LE VIEUX;78640
NEZEL;78410
OINVILLE SUR MONTCIENT;78250
ORCEMONT;78125
ORPHIN;78125
PONTHEVRARD;78730
PORT VILLEZ;78270
LA QUEUE LES YVELINES;78940
ST CYR L ECOLE;78210
ST MARTIN LA GARENNE;78520
ST NOM LA BRETECHE;78860
LE TARTRE GAUDRAN;78113
VERNEUIL SUR SEINE;78480
LA VERRIERE;78320
VILLENNES SUR SEINE;78670
AIFFRES;79230
AIGONNAY;79370
AIGALIERS;30700
AIMARGUES;30470
ALZON;30770
ARRE;30120
ASPERES;30250
AUJARGUES;30250
BOISSET ET GAUJAC;30140
BRANOUX LES TAILLADES;30110
LA CADIERE ET CAMBO;30170
LA CALMETTE;30190
CASTILLON DU GARD;30210
CAVILLARGUES;30330
DEAUX;30360
DIONS;30190
FONTARECHES;30580
FRESSAC;30170
JONQUIERES ST VINCENT;30300
LAVAL ST ROMAN;30760
MARGUERITTES;30320
MARTIGNARGUES;30360
MASSILLARGUES ATTUECH;30140
MEYRANNES;30410
MONOBLET;30170
MONTAREN ET ST MEDIERS;30700
REVENS;30750
RIBAUTE LES TAVERNES;30720
LA ROUVIERE;30190
STE ANASTASIE;30190
ST ANDRE DE VALBORGNE;30940
ST BAUZELY;30730
ST GENIES DE MALGOIRES;30190
ST GERVASY;30320
ST JEAN DE CEYRARGUES;30360
ST JULIEN LES ROSIERS;30340
ST MICHEL D EUZET;30200
ST NAZAIRE DES GARDIES;30610
ST PRIVAT DES VIEUX;30340
ST THEODORIT;30260
ST VICTOR DE MALCAP;30500
SALINELLES;30250
SANILHAC SAGRIES;30700
SERNHAC;30210
SOUVIGNARGUES;30250
UCHAUD;30620
VABRES;30460
VALLIGUIERES;30210
LA VERNAREDE;30530
ALAN;31420
ASPET;31160
AUZIELLE;31650
AZAS;31380
BEAUMONT SUR LEZE;31870
BERAT;31370
BOULOC;31620
BOUZIN;31420
BRAGAYRAC;31470
CARAMAN;31460
CARDEILHAC;31350
CASTANET TOLOSAN;31320
LE CASTERA;31530
CASTILLON DE LARBOUST;31110
CAUBOUS;31110
CAUJAC;31190
CESSALES;31290
CHAUM;31440
CIRES;31110
COUEILLES;31230
EAUNES;31600
ENCAUSSE LES THERMES;31160
EOUX;31420
ESTADENS;31160
LE FAGET;31460
FENOUILLET;31150
FONBEAUZARD;31140
FONSORBES;31470
FOUGARON;31160
LE FOUSSERET;31430
FRANCAZAL;31260
CESSY LES BOIS;58220
LA CHAPELLE ST ANDRE;58210
CHARRIN;58300
CHATEAUNEUF VAL DE BARGIS;58350
CHEVROCHES;58500
CHITRY LES MINES;58800
LA COLLANCELLE;58800
CORANCY;58120
COULOUTRE;58220
DRUY PARIGNY;58160
DUN SUR GRANDRY;58110
ENTRAINS SUR NOHAIN;58410
FLEZ CUZY;58190
FRASNAY REUGNY;58270
GIEN SUR CURE;58230
GUIPY;58420
LAMENAY SUR LOIRE;58300
LIMON;58270
LURCY LE BOURG;58700
LA MARCHE;58400
METZ LE COMTE;58190
MONCEAUX LE COMTE;58190
MONTIGNY AUX AMOGNES;58130
MONTIGNY EN MORVAN;58120
MOURON SUR YONNE;58800
MOUX EN MORVAN;58230
MYENNES;58440
NEUFFONTAINES;58190
NEUVY SUR LOIRE;58450
LA NOCLE MAULAIX;58250
ONLAY;58370
OUDAN;58210
OUROUX EN MORVAN;58230
PARIGNY LES VAUX;58320
PLANCHEZ;58230
POISEUX;58130
POUGNY;58200
POUSSEAUX;58500
ST LAURENT L ABBAYE;58150
ST LEGER DE FOUGERET;58120
ST MALO EN DONZIOIS;58350
ST VERAIN;58310
SAIZY;58190
SEMELAY;58360
URZY;58130
AMFROIPRET;59144
ANICHE;59580
AUBERS;59249
BANTOUZELLE;59266
BAZUEL;59360
BEAURAIN;59730
BEAUREPAIRE SUR SAMBRE;59550
BERMERAIN;59213
BONDUES;59910
BOUSBECQUE;59166
BOUSIES;59222
BOUSIGNIES SUR ROC;59149
BOUSSIERES EN CAMBRESIS;59217
BOUSSOIS;59168
CAGNONCLES;59161
CATILLON SUR SAMBRE;59360
CHATEAU L ABBAYE;59230
CLAIRFAYTS;59740
COLLERET;59680
COMINES;59560
COUDEKERQUE BRANCHE;59210
COUTICHES;59310
DIMONT;59216
DOMPIERRE SUR HELPE;59440
EECKE;59114
EPPE SAUVAGE;59132
ESQUELBECQ;59470
FENAIN;59179
FERIN;59169
FLOYON;59219
FRESNES SUR ESCAUT;59970
FRETIN;59273
GENECH;59242
GOEULZIN;59169
GRANDE SYNTHE;59760
GRAND FORT PHILIPPE;59153
GUESNAIN;59287
ST AMANCET;81110
ST GENEST DE CONTEST;81440
ST MICHEL LABADIE;81340
ST PIERRE DE TRIVISY;81330
ST SULPICE LA POINTE;81370
SERVIES;81220
SIEURAC;81120
SOREZE;81540
TREBAS;81340
TREVIEN;81190
VENES;81440
LE VINTROU;81240
VIVIERS LES MONTAGNES;81290
AUTY;82220
BARDIGUES;82340
BARRY D ISLEMADE;82290
BEAUMONT DE LOMAGNE;82500
BOUDOU;82200
BOURG DE VISA;82190
CAMPSAS;82370
CASTELFERRUS;82100
CASTELMAYRAN;82210
LE CAUSE;82500
CAYLUS;82160
CAYRAC;82440
CORBARIEU;82370
CORDES TOLOSANNES;82700
CUMONT;82500
GINALS;82330
GRAMONT;82120
LACOUR;82190
LAGUEPIE;82250
LAMAGISTERE;82360
LAPENCHE;82240
LA VILLE DIEU DU TEMPLE;82290
LIZAC;82200
MERLES;82210
MONTAIGU DE QUERCY;82150
MONTECH;82700
MONTRICOUX;82800
ORGUEIL;82370
PIQUECOS;82130
PUYCORNET;82220
REALVILLE;82440
ST ARROUMEX;82210
ST NAUPHARY;82370
ST VINCENT LESPINASSE;82400
SEPTFONDS;82240
VERLHAC TESCOU;82230
VIGUERON;82500
AMPUS;83111
ARTIGNOSC SUR VERDON;83630
AUPS;83630
BORMES LES MIMOSAS;83230
BRIGNOLES;83170
BRUE AURIAC;83119
LA CADIERE D AZUR;83740
CALLAS;83830
CARCES;83570
CHATEAUVERT;83670
FOX AMPHOUX;83670
GRIMAUD;83310
LA LONDE LES MAURES;83250
MEOUNES LES MONTRIEUX;83136
LA MOLE;83310
LE MUY;83490
OLLIOULES;83190
PLAN D AUPS STE BAUME;83640
POURRIERES;83910
ST MARTIN DE PALLIERES;83560
ST MAXIMIN LA STE BAUME;83470
SOLLIES PONT;83210
TARADEAU;83460
LUGARDE;15190
MARCENAT;15190
MARMANHAC;15250
MONTGRELEIX;15190
NAUCELLES;15250
PEYRUSSE;15170
PIERREFORT;15230
ST AMANDIN;15190
ST GERONS;15150
ST JACQUES DES BLATS;15800
ST MARTIN CANTALES;15140
ST MARY LE PLAIN;15500
ST PROJET DE SALERS;15140
ST URCIZE;15110
SALERS;15140
SAUVAT;15240
SEGUR LES VILLAS;15300
SOURNIAC;15200
TRIZAC;15400
VALETTE;15400
AMBERAC;16140
ANVILLE;16170
AUNAC;16460
BARBEZIEUX ST HILAIRE;16300
BELLON;16210
BENEST;16350
BESSAC;16250
BRIE SOUS BARBEZIEUX;16300
CELLEFROUIN;16260
CHAMPMILLON;16290
CHENON;16460
CHIRAC;16150
CONDEON;16360
COUTURE;16460
CRESSAC ST GENIS;16250
CRITEUIL LA MAGDELEINE;16300
DIGNAC;16410
DOUZAT;16290
FOUSSIGNAC;16200
GARDES LE PONTAROUX;16320
GONDEVILLE;16200
GRASSAC;16380
HIERSAC;16290
L ISLE D ESPAGNAC;16340
JAVREZAC;16100
LESSAC;16500
LESTERPS;16420
LIGNIERES SONNEVILLE;16130
LUXE;16230
MAGNAC LAVALETTE VILLARS;16320
MAGNAC SUR TOUVRE;16600
MESNAC;16370
MONTROLLET;16420
MOULIDARS;16290
NERSAC;16440
NIEUIL;16270
ORIOLLES;16480
PRESSIGNAC;16150
RANVILLE BREUILLAUD;16140
ST AMANT DE BONNIEURE;16230
ST CLAUD;16450
ST MEME LES CARRIERES;16720
ST SEVERIN;16390
ST YRIEIX SUR CHARENTE;16710
SALLES DE BARBEZIEUX;16300
SAUVAGNAC;16310
SOUFFRIGNAC;16380
SUAUX;16260
TAIZE AIZIE;16700
VAUX LAVALETTE;16320
AMAILLOUX;79350
ARCAIS;79210
ARDIN;79160
ASSAIS LES JUMEAUX;79600
AZAY SUR THOUET;79130
BECELEUF;79160
LE BREUIL BERNARD;79320
BRION PRES THOUET;79290
LE BUSSEAU;79240
CERIZAY;79140
CERSAY;79290
CHAIL;79500
CHANTECORPS;79340
LA CHAPELLE ST LAURENT;79430
CHAURAY;79180
COULON;79510
COURLAY;79440
ECHIRE;79410
ENSIGNE;79170
FAYE L ABBESSE;79350
GLENAY;79330
GOURNAY LOIZE;79110
LARGEASSE;79240
MOUGON;79370
NANTEUIL;79400
NEUVY BOUIN;79130
PERIGNE;79170
PERS;79190
PLIBOUX;79190
PRAHECQ;79230
PUGNY;79320
REFFANNES;79420
LE RETAIL;79130
ST AMAND SUR SEVRE;79700
ST ANDRE SUR SEVRE;79380
ST CHRISTOPHE SUR ROC;79220
ST CYR LA LANDE;79100
ST GENARD;79500
ST GERMAIN DE LONGUE CHAUME;79200
ST JACQUES DE THOUARS;79100
ST MARTIN DE MACON;79100
ST PAUL EN GATINE;79240
STE SOLINE;79120
LE TALLUD;79200
TOURTENAY;79100
TRAYES;79240
VALLANS;79270
VERNOUX EN GATINE;79240
VILLEMAIN;79110
VILLIERS SUR CHIZE;79170
AGENVILLERS;80150
ALBERT;80300
ARREST;80820
ARVILLERS;80910
ASSEVILLERS;80200
AULT;80460
AUTHEUX;80600
AYENCOURT;80500
BAYENCOURT;80560
BEAUCOURT EN SANTERRE;80110
BEAUMONT HAMEL;80300
BECORDEL BECOURT;80300
BERGICOURT;80290
BERNES;80240
BETHENCOURT SUR MER;80130
BIACHES;80200
BOISBERGUES;80600
BOUVAINCOURT SUR BRESLE;80220
BRAILLY CORNEHOTTE;80150
BROUCHY;80400
BRUTELLES;80230
BUIRE SUR L ANCRE;80300
BUVERCHY;80400
GAGNAC SUR GARONNE;31150
GARIN;31110
GENSAC SUR GARONNE;31310
HERRAN;31160
HIS;31260
IZAUT DE L HOTEL;31160
LAPEYROUSE FOSSAT;31180
LATRAPE;31310
LAVELANET DE COMMINGES;31220
LECUSSAN;31580
LEGUEVIN;31490
LESPUGUE;31350
LEVIGNAC;31530
MANCIOUX;31360
MARIGNAC LASCLARES;31430
MARIGNAC LASPEYRES;31220
MARLIAC;31550
MARQUEFAVE;31390
MARTRES TOLOSANE;31220
MELLES;31440
MERVILLA;31320
MILHAS;31160
MIRAMONT DE COMMINGES;31800
MIREMONT;31190
MONDOUZIL;31850
MONESTROL;31560
MONTASTRUC DE SALIES;31160
MONTBERNARD;31230
MONTBRUN BOCAGE;31310
MONTCLAR LAURAGAIS;31290
MONT DE GALIE;31510
MONTEGUT LAURAGAIS;31540
MOURVILLES HAUTES;31540
NIZAN GESSE;31350
OO;31110
PELLEPORT;31480
PIBRAC;31820
PONLAT TAILLEBOURG;31210
POUY DE TOUGES;31430
POUZE;31450
PRESERVILLE;31570
RIEUCAZE;31800
RIOLAS;31230
ST ARAILLE;31430
ST AVENTIN;31110
STE FOY D AIGREFEUILLE;31570
ST PIERRE DE LAGES;31570
SALEICH;31260
LA SALVETAT ST GILLES;31880
SARREMEZAN;31350
SEDEILHAC;31580
SEILH;31840
SENARENS;31430
SEPX;31360
TOURNEFEUILLE;31170
VIEILLE TOULOUSE;31320
VIGNAUX;31480
ARBLADE LE BAS;32720
AUX AUSSAT;32170
AVENSAC;32120
AVEZAN;32380
BARCELONNE DU GERS;32720
BASSOUES;32320
BAZIAN;32320
BERNEDE;32400
BIRAN;32350
BOUZON GELLENAVE;32290
CABAS LOUMASSES;32140
CADEILHAN;32380
CADEILLAN;32220
CAUSSENS;32100
CONDOM;32100
COULOUME MONDEBAT;32160
CRASTES;32270
CRAVENCERES;32110
DEMU;32190
DUFFORT;32170
ESPAS;32370
ESTRAMIAC;32380
L ISLE ARNE;32270
L ISLE BOUZON;32380
LABARTHETE;32400
LAGUIAN MAZOUS;32170
LAHITTE;32810
HALLENNES LEZ HAUBOURDIN;59320
HARDIFORT;59670
HASNON;59178
HAUCOURT EN CAMBRESIS;59191
HAYNECOURT;59268
HERZEELE;59470
HONNECOURT SUR ESCAUT;59266
HORNAING;59171
HOUDAIN LEZ BAVAY;59570
INCHY;59540
JOLIMETZ;59530
LEDERZEELE;59143
LEZENNES;59260
LIGNY EN CAMBRESIS;59191
LOMPRET;59840
LYNDE;59173
MARBAIX;59440
MAUROIS;59980
METEREN;59270
MONCHEAUX;59283
MONS EN BAROEUL;59370
MOUVAUX;59420
NEUVILLE EN FERRAIN;59960
LA NEUVILLE;59239
NEUVILLE ST REMY;59554
NEUVILLE SUR ESCAUT;59293
NEUVILLY;59360
NOMAIN;59310
OBRECHIES;59680
OHAIN;59132
ORCHIES;59310
PECQUENCOURT;59146
PETIT FAYT;59244
PROVILLE;59267
QUAEDYPRE;59380
QUIEVELON;59680
QUIEVY;59214
REJET DE BEAULIEU;59360
ROBERSART;59550
ROMBIES ET MARCHIPONT;59990
ROUCOURT;59169
RUMEGIES;59226
SAILLY LEZ CAMBRAI;59554
SAILLY LEZ LANNOY;59390
SAINGHIN EN WEPPES;59184
ST ANDRE LEZ LILLE;59350
ST JANS CAPPEL;59270
SEMOUSIES;59440
SIN LE NOBLE;59450
SOLRINNES;59740
STEENE;59380
TAISNIERES SUR HON;59570
TEMPLEUVE EN PEVELE;59242
VERCHAIN MAUGRE;59227
VIEUX CONDE;59690
VILLERS GUISLAIN;59297
WARGNIES LE GRAND;59144
WARGNIES LE PETIT;59144
WATTIGNIES;59139
WAVRECHAIN SOUS FAULX;59111
WEMAERS CAPPEL;59670
WERVICQ SUD;59117
WIGNEHIES;59212
WINNEZEELE;59670
WYLDER;59380
ZERMEZEELE;59670
AGNETZ;60600
AMBLAINVILLE;60110
APPILLY;60400
AUMONT EN HALATTE;60300
BALAGNY SUR THERAIN;60250
BLAINCOURT LES PRECY;60460
BLICOURT;60860
BLINCOURT;60190
BOISSY LE BOIS;60240
BOULLARRE;60620
BOURY EN VEXIN;60240
BOUVRESSE;60220
BREGY;60440
BREUIL LE SEC;60840
BUCAMPS;60480
BURY;60250
BUSSY;60400
CAISNES;60400
CAMBRONNE LES CLERMONT;60290
CAMPREMY;60480
CATIGNY;60640
CHAMBORS;60240
CHEPOIX;60120
TAVERNES;83670
TOURTOUR;83690
VERIGNON;83630
VINON SUR VERDON;83560
AUBIGNAN;84810
BEAUMONT DU VENTOUX;84340
CADENET;84160
CADEROUSSE;84860
CASENEUVE;84750
CAVAILLON;84300
ENTRAIGUES SUR LA SORGUE;84320
ENTRECHAUX;84340
GOULT;84220
LORIOL DU COMTAT;84870
MORMOIRON;84570
ORANGE;84100
PERTUIS;84120
STE CECILE LES VIGNES;84290
ST MARTIN DE LA BRASQUE;84760
SORGUES;84700
LE THOR;84250
LA TOUR D AIGUES;84240
UCHAUX;84100
VACQUEYRAS;84190
FONTAINE DE VAUCLUSE;84800
VEDENE;84270
VIOLES;84150
LA BARRE DE MONTS;85550
BAZOGES EN PAREDS;85390
BEAUVOIR SUR MER;85230
BOIS DE CENE;85710
LA BOISSIERE DES LANDES;85430
LE BOUPERE;85510
LA BRETONNIERE LA CLAYE;85320
LA BRUFFIERE;85530
CHAMBRETAUD;85500
LA CHAPELLE AUX LYS;85120
CHATEAU D OLONNE;85180
CHATEAU GUIBERT;85320
CHEFFOIS;85390
CUGAND;85610
DAMVIX;85420
FALLERON;85670
FROIDFOND;85300
LA GARNACHE;85710
GIVRAND;85800
GRAND LANDES;85670
GRUES;85580
LA GUYONNIERE;85600
L HERBERGEMENT;85260
LAIROUX;85400
LES LANDES GENUSSON;85130
LIEZ;85420
LUCON;85400
LA MEILLERAIE TILLAY;85700
MENOMBLET;85700
LA MERLATIERE;85140
GOUVIEUX;60270
HARDIVILLERS EN VEXIN;60240
HAUTBOS;60210
LA HERELLE;60120
HERICOURT SUR THERAIN;60380
HODENC EN BRAY;60650
JAULZY;60350
JUVIGNIES;60112
LACHELLE;60190
LACROIX ST OUEN;60610
LAFRAYE;60510
LASSIGNY;60310
LIANCOURT ST PIERRE;60240
LIBERMONT;60640
LITZ;60510
LONGUEIL STE MARIE;60126
LUCHY;60360
MAISONCELLE TUILERIE;60480
MAREUIL LA MOTTE;60490
MELLO;60660
VILLIERS LE ROUX;16240
VOULGEZAC;16250
AIGREFEUILLE D AUNIS;17290
ILE D AIX;17123
ANNEPONT;17350
ANNEZAY;17380
ARCHIAC;17520
ARCHINGEAY;17380
ARVERT;17530
BALANZAC;17600
BARZAN;17120
BEAUVAIS SUR MATHA;17490
BENON;17170
BORDS;17430
BOSCAMNANT;17360
BRIE SOUS MATHA;17160
BUSSAC FORET;17210
CHAMPDOLENT;17430
CHANTEMERLE SUR LA SOIE;17380
LA CLISSE;17600
CONSAC;17150
CORME ECLUSE;17600
COURCOURY;17100
DOEUIL SUR LE MIGNON;17330
DOLUS D OLERON;17550
L EGUILLE;17600
ESNANDES;17137
FONTENET;17400
GEMOZAC;17260
GERMIGNAC;17520
GIBOURNE;17160
GIVREZAC;17260
GREZAC;17120
LA JARD;17460
JONZAC;17500
MAZERAY;17400
MOEZE;17780
MONTPELLIER DE MEDILLAN;17260
NEUILLAC;17520
PESSINES;17810
LES PORTES EN RE;17880
PREGUILLAC;17460
PUILBOREAU;17138
RIVEDOUX PLAGE;17940
LA RONDE;17170
ST AIGULIN;17360
ST DENIS D OLERON;17650
ST DIZANT DU GUA;17240
ST GEORGES DES AGOUTS;17150
ST GERMAIN DE VIBRAC;17500
ST MARTIN D ARY;17270
STE MEME;17770
ST PIERRE DU PALAIS;17270
ST ROGATIEN;17220
ST SAUVEUR D AUNIS;17540
ST SULPICE DE ROYAN;17200
SALIGNAC DE MIRAMBEAU;17130
SOUBRAN;17150
SOUSMOULINS;17130
THAIRE;17290
TONNAY BOUTONNE;17380
TORXE;17380
VANDRE;17700
VERVANT;17400
YVES;17340
LA BREE LES BAINS;17840
AINAY LE VIEIL;18200
ARGENVIERES;18140
BELLEVILLE SUR LOIRE;18240
CANDAS;80750
CAPPY;80340
CARTIGNY;80200
CERISY;80800
CHIPILLY;80800
CONTOIRE;80500
CROIXRAULT;80290
LE CROTOY;80550
CURLU;80360
DARGNIES;80570
DOINGT;80200
DOMART SUR LA LUCE;80110
DOMLEGER LONGVILLERS;80370
DOMPIERRE SUR AUTHIE;80150
DOUILLY;80400
DREUIL LES AMIENS;80470
DRIENCOURT;80240
ERCHES;80500
ERGNIES;80690
FIGNIERES;80500
FINS;80360
FLAUCOURT;80200
FLESSELLES;80260
FONCHES FONCHETTE;80700
FONTAINE SOUS MONTDIDIER;80500
FOREST L ABBAYE;80150
FRESNES MAZANCOURT;80320
FRESNES TILLOLOY;80140
FRESNOY LES ROYE;80700
FRICOURT;80300
FRISE;80340
GRAND LAVIERS;80132
GRECOURT;80400
GUERBIGNY;80500
HANCOURT;80240
HANGEST EN SANTERRE;80134
HANGEST SUR SOMME;80310
HARDECOURT AUX BOIS;80360
HERLY;80190
HEUCOURT CROQUOISON;80270
HUCHENNEVILLE;80132
IGNAUCOURT;80800
INVAL BOIRON;80430
LAMOTTE BULEUX;80150
MACHIEL;80150
MAISNIERES;80220
MARCELCAVE;80800
MARCHE ALLOUARDE;80700
MAREUIL CAUBERT;80132
MATIGNY;80400
MENESLIES;80520
MEREAUCOURT;80290
MERICOURT EN VIMEU;80640
METIGNY;80270
MEZEROLLES;80600
MONSURES;80160
MORISEL;80110
MORLANCOURT;80300
NEUFMOULIN;80132
OVILLERS LA BOISSELLE;80300
PENDE;80230
PERNOIS;80670
PERTAIN;80320
PIERREPONT SUR AVRE;80500
PISSY;80540
LE PLESSIER ROZAINVILLERS;80110
POEUILLY;80240
POTTE;80190
POZIERES;80300
PUCHEVILLERS;80560
PUZEAUX;80320
QUESNOY LE MONTANT;80132
RAINNEVILLE;80260
REMIENCOURT;80250
RIBEMONT SUR ANCRE;80800
ROISEL;80240
ROUY LE PETIT;80190
RUBESCOURT;80500
RUE;80120
SAILLY LAURETTE;80800
ST AUBIN MONTENOY;80540
ST BLIMONT;80960
ST LEGER LES AUTHIE;80560
SAUVILLERS MONGIVAL;80110
SOREL;80240
LALANNE ARQUE;32140
LAMAZERE;32300
LAUJUZAN;32110
MAIGNAUT TAUZIA;32310
MANCIET;32370
MANSENCOME;32310
MASSEUBE;32140
MAULEON D ARMAGNAC;32240
MAULICHERES;32400
MONTAUT LES CRENEAUX;32810
MONT DE MARRAST;32170
MONTESQUIOU;32320
MONTESTRUC SUR GERS;32390
MOUCHAN;32330
NOUGAROULET;32270
ORBESSAN;32260
ORDAN LARROQUE;32350
PALLANNE;32230
PESSOULENS;32380
PEYRUSSE MASSAS;32360
PEYRUSSE VIEILLE;32230
PONSAMPERE;32300
PREIGNAN;32810
PROJAN;32400
PUYLAUSIC;32220
RAZENGUES;32600
REANS;32800
RICOURT;32230
ROQUEPINE;32100
ROZES;32190
ST AUNIX LENGROS;32160
STE CHRISTIE D ARMAGNAC;32370
ST CLAR;32380
ST CRICQ;32430
ST ELIX;32450
MIERY;39800
LES MOLUNES;39310
MONAY;39230
MONNETAY;39320
MONTAGNA LE TEMPLIER;39320
MONT SOUS VAUDREY;39380
MUTIGNEY;39290
LES NANS;39300
NEUVILLEY;39800
NEVY SUR SEILLE;39210
ONOZ;39270
OUNANS;39380
PAGNOZ;39330
PETIT NOIR;39120
PICARREAU;39800
PLAINOISEAU;39210
LES PLANCHES PRES ARBOIS;39600
POIDS DE FIOLE;39570
PONT DU NAVOY;39300
PRETIN;39110
ROTALIER;39190
RYE;39230
ST AMOUR;39160
ST GERMAIN EN MONTAGNE;39300
ST JEAN D ETREUX;39160
ST LUPICIN;39170
SAMPANS;39100
SEPTMONCEL;39310
SOUVANS;39380
SUPT;39300
TAVAUX;39500
THOIRETTE;39240
TOULOUSE LE CHATEAU;39230
TRENAL;39570
VERS SOUS SELLIERES;39230
VESCLES;39240
VEVY;39570
VILLARD ST SAUVEUR;39200
VILLENEUVE LES CHARNOD;39240
VILLETTE LES DOLE;39100
VITREUX;39350
ANGRESSE;40150
ARGELOUSE;40430
ARSAGUE;40330
AUDIGNON;40500
AURICE;40500
BAS MAUCO;40500
BATS;40320
CONCHY LES POTS;60490
COURTEUIL;60300
LE CROCQ;60120
CROISSY SUR CELLE;60120
CROUY EN THELLE;60530
DIVES;60310
DUVY;60800
ELINCOURT STE MARGUERITE;60157
ENENCOURT LEAGE;60590
EPINEUSE;60190
ERQUINVILLERS;60130
ESCAMES;60380
EVE;60330
EVRICOURT;60310
LE FAY ST QUENTIN;60510
FEUQUIERES;60960
FITZ JAMES;60600
FONTAINE CHAALIS;60300
FONTENAY TORCY;60380
FOUQUEROLLES;60510
FOURNIVAL;60130
GANNES;60120
GLAIGNES;60129
GOURCHELLES;60220
YSSAC LA TOURETTE;63200
AAST;64460
ABIDOS;64150
AINCILLE;64220
ALDUDES;64430
ALOS SIBAS ABENSE;64470
ARAMITS;64570
ARANCOU;64270
ARBOUET SUSSAUTE;64120
ARETTE;64570
ARNEGUY;64220
ARTIGUELOUVE;64230
ASTIS;64450
AURIONS IDERNES;64350
AUTERRIVE;64270
AYDIUS;64490
AYHERRE;64240
BALEIX;64460
BALIROS;64510
BARDOS;64520
BARINQUE;64160
BASTANES;64190
BEDOUS;64490
BEGUIOS;64120
BENTAYOU SEREE;64460
BERNADETS;64160
BETRACQ;64350
BEUSTE;64800
BIELLE;64260
BOUCAU;64340
BOUMOURT;64370
BOURNOS;64450
BUROSSE MENDOUSSE;64330
CAMBO LES BAINS;64250
CAMOU CIHIGUE;64470
CASTETNER;64300
CASTETPUGON;64330
CAUBIOS LOOS;64230
CHARRITTE DE BAS;64130
CIBOURE;64500
CLARACQ;64330
COSLEDAA LUBE BOAST;64160
CUQUERON;64360
DIUSSE;64330
DOGNEN;64190
DOMEZAIN BERRAUTE;64120
DOUMY;64450
ESPELETTE;64250
ESPIUTE;64390
ESQUIULE;64400
ESTOS;64400
GABASTON;64160
GEUS D ARZACQ;64370
GOMER;64420
GOTEIN LIBARRENX;64130
GURMENCON;64400
HERRERE;64680
L HOPITAL D ORION;64270
IBARROLLE;64120
IGON;64800
ISTURITS;64240
ITXASSOU;64250
JUXUE;64120
LABASTIDE VILLEFRANCHE;64270
LABETS BISCAY;64120
LE MESNIL THERIBUS;60240
MONCHY ST ELOI;60290
MONTJAVOULT;60240
MORIENVAL;60127
MOUY;60250
NAMPCEL;60400
LA NEUVILLE GARNIER;60390
LA NEUVILLE VAULT;60112
NOIREMONT;60480
NOYERS ST MARTIN;60480
ONS EN BRAY;60650
ORROUY;60129
OUDEUIL;60860
PASSEL;60400
PIERREFONDS;60350
LE PLESSIS BRION;60150
PONTARME;60520
PONT L EVEQUE;60400
PRECY SUR OISE;60460
RAVENEL;60130
RESSONS SUR MATZ;60490
ROUSSELOY;60660
LA RUE ST PIERRE;60510
SAINS MORAINVILLERS;60420
ST DENISCOURT;60380
ST PIERRE ES CHAMPS;60850
ST VAAST DE LONGMONT;60410
ST VALERY;60220
SENOTS;60240
SEREVILLERS;60120
SERIFONTAINE;60590
SILLY TILLARD;60430
TROUSSENCOURT;60120
TROUSSURES;60390
VALESCOURT;60130
VAUCHELLES;60400
VAUMOISE;60117
LE VAUROUX;60390
VER SUR LAUNETTE;60950
VERDEREL LES SAUQUEUSE;60112
VERDERONNE;60140
VERSIGNY;60440
VIEFVILLERS;60360
VILLERS ST GENEST;60620
VILLERS SOUS ST LEU;60340
VILLERS VICOMTE;60120
VINEUIL ST FIRMIN;60500
VROCOURT;60112
ALENCON;61000
AUBRY EN EXMES;61160
AUNAY LES BOIS;61500
AVERNES ST GOURGON;61470
BAZOCHES AU HOULME;61210
BEAUFAI;61270
BEAUVAIN;61600
BELFONDS;61500
BELLEME;61130
BELLOU EN HOULME;61220
BERJOU;61430
LE BOSC RENOULT;61470
CHAMPCERIE;61210
CHAMPSECRET;61700
CHANU;61800
LA CHAPELLE PRES SEES;61500
LA COCHERE;61310
COMBLOT;61400
COULONCES;61160
CRULAI;61300
DAME MARIE;61130
ECORCHES;61160
EPERRAIS;61400
LA FERRIERE BECHET;61500
FONTENAI LES LOUVETS;61420
BLET;18350
CERBOIS;18120
LA CHAPELOTTE;18250
CHAUMOUX MARCILLY;18140
CHEZAL BENOIT;18160
CONCRESSAULT;18260
CONTRES;18130
CORQUOY;18190
COUST;18210
COUY;18140
CREZANCY EN SANCERRE;18300
CROISY;18350
DREVANT;18200
GARDEFORT;18300
IDS ST ROCH;18170
IVOY LE PRE;18380
LANTAN;18130
LAZENAY;18120
LURY SUR ARNON;18120
MAISONNAIS;18170
MARSEILLES LES AUBIGNY;18320
MASSAY;18120
MEILLANT;18200
MERY SUR CHER;18100
NEUVY DEUX CLOCHERS;18250
OSMERY;18130
OSMOY;18390
OUROUER LES BOURDELINS;18350
SAXEL;74420
SEVRIER;74320
SEYSSEL;74910
SIXT FER A CHEVAL;74740
THYEZ;74300
THORENS GLIERES;74570
VACHERESSE;74360
VALLEIRY;74520
VANZY;74270
VILLAZ;74370
VILLY LE BOUVERET;74350
VINZIER;74500
YVOIRE;74140
PARIS 04;75004
PARIS 05;75005
ANCOURTEVILLE SUR HERICOURT;76560
ANCRETIEVILLE ST VICTOR;76760
ANGERVILLE LA MARTEL;76540
ANNOUVILLE VILMESNIL;76110
ANQUETIERVILLE;76490
AUBERMESNIL BEAUMAIS;76550
AUPPEGARD;76730
AUTHIEUX RATIEVILLE;76690
