Nom_commune;Code_postal
ERROUVILLE;54680
ETREVAL;54330
EULMONT;54690
FENNEVILLER;54540
FOUG;54570
FRAISNES EN SAINTOIS;54930
FRANCHEVILLE;54200
FROVILLE;54290
GONDRECOURT AIX;54800
GOVILLER;54330
GRISCOURT;54380
HANNONVILLE SUZEMONT;54800
HENAMENIL;54370
HERIMENIL;54300
HUSSIGNY GODBRANGE;54590
JAILLON;54200
JARNY;54800
LABRY;54800
LAITRE SOUS AMANCE;54770
LANEUVEVILLE AUX BOIS;54370
LANFROICOURT;54760
LARONXE;54950
LAY ST REMY;54570
LEMAINVILLE;54740
LETRICOURT;54610
LEYR;54760
LONGWY;54400
LUDRES;54710
MAIXE;54370
MANGONVILLE;54290
MANONVILLE;54385
MARAINVILLER;54300
MONT SUR MEURTHE;54360
MORIVILLER;54830
MOUACOURT;54370
NEUFMAISONS;54540
OGEVILLER;54450
OLLEY;54800
OMELMONT;54330
PEXONNE;54540
PIERRE PERCEE;54540
PIERREPONT;54620
POMPEY;54340
PORT SUR SEILLE;54700
PRENY;54530
RAUCOURT;54610
RAVILLE SUR SANON;54370
REMBERCOURT SUR MAD;54470
REMONCOURT;54370
ROVILLE DEVANT BAYON;54290
ROYAUMEIX;54200
ST BAUSSANT;54470
ST CLEMENT;54950
ST FIRMIN;54930
STE GENEVIEVE;54700
ST JULIEN LES GORZE;54470
SANCY;54560
SIONVILLER;54300
SORNEVILLE;54280
TANTONVILLE;54116
TUCQUEGNIEUX;54640
VAL ET CHATILLON;54480
VANDELEVILLE;54115
VAUCOURT;54370
VAUDEMONT;54330
VAXAINVILLE;54120
VEHO;54450
VEZELISE;54330
VIEVILLE EN HAYE;54470
VILLE AU VAL;54380
VILLECEY SUR MAD;54890
VILLERS LA CHEVRE;54870
VILLERS LE ROND;54260
VILLERS LES MOIVRONS;54760
VITREY;54330
VIVIERS SUR CHIERS;54260
ABAINVILLE;55130
ABAUCOURT HAUTECOURT;55400
CUBRY;25680
CUSSEY SUR L OGNON;25870
DAMBELIN;25150
DAMPIERRE LES BOIS;25490
DAMPIERRE SUR LE DOUBS;25420
DELUZ;25960
ECHAY;25440
ECOT;25150
ECURCEY;25150
ETERNOZ;25330
ETUPES;25460
FERRIERES LES BOIS;25410
FLANGEBOUCHE;25390
FLEUREY;25190
FONTENELLE MONTBY;25340
FOURCATIER ET MAISON NEUVE;25370
FOURG;25440
FRANOIS;25770
GEMONVAL;25250
GENEY;25250
GLERE;25190
GOUX LES DAMBELIN;25150
FOURNETS LUISANS;25390
LE GRATTERIS;25620
GUYANS DURNES;25580
HERIMONCOURT;25310
L HOPITAL DU GROSBOIS;25620
LES HOPITAUX NEUFS;25370
HYEVRE PAROISSE;25110
L ISLE SUR LE DOUBS;25250
JOUGNE;25370
LABERGEMENT DU NAVOIS;25270
LAISSEY;25820
LANTENNE VERTIERE;25170
LARNOD;25720
LAVANS QUINGEY;25440
LAVERNAY;25170
LOMONT SUR CRETE;25110
LONGEVELLE LES RUSSEY;25380
LONGEVILLE;25330
LA LONGEVILLE;25650
LORAY;25390
MAGNY CHATELARD;25360
MARCHAUX;25640
LE MEMONT;25210
MESLIERES;25310
MESMAY;25440
MISEREY SALINES;25480
MONTANCY;25190
MONTBELIARD;25200
MONT DE VOUGNEY;25120
MONTMAHOUX;25270
MORTEAU;25500
LE MOUTHEROT;25170
MOUTHIER HAUTE PIERRE;25920
MYON;25440
NAISEY LES GRANGES;25360
NANS SOUS STE ANNE;25330
NEUCHATEL URTIERE;25150
LES PREMIERS SAPINS;25580
NOEL CERNEUX;25500
NOVILLARS;25220
ORNANS;25290
ORVE;25430
OSSELLE ROUTELLE;25320
OUHANS;25520
PALISE;25870
PAROY;25440
PASSONFONTAINE;25690
PIREY;25480
PLACEY;25170
LES PLAINS ET GRANDS ESSARTS;25470
LA PLANEE;25160
POMPIERRE SUR DOUBS;25340
PONT LES MOULINS;25110
POUILLEY LES VIGNES;25115
POULIGNEY LUSANS;25640
PRESENTEVILLERS;25550
QUINGEY;25440
RECOLOGNE;25170
RECULFOZ;25240
REUGNEY;25330
ROCHE LEZ BEAUPRE;25220
ROGNON;25680
ROSET FLUANS;25410
ROUGEMONTOT;25640
ROUHE;25440
ST GEORGES ARMONT;25340
STE SUZANNE;25630
SANCEY;25430
SCEY MAISIERES;25290
SERRE LES SAPINS;25770
SILLEY AMANCEY;25330
THULAY;25310
UZELLE;25340
ASSAS;34820
ASSIGNAN;34360
BOUZIGUES;34140
BRENAS;34650
BRISSAC;34190
BUZIGNARGUES;34160
CABREROLLES;34480
CANDILLARGUES;34130
CASTRIES;34160
CAUSSES ET VEYRAN;34490
CAZOULS LES BEZIERS;34370
COLOMBIERES SUR ORB;34390
FERRIERES LES VERRERIES;34190
FLORENSAC;34510
JACOU;34830
JONQUIERES;34725
JUVIGNAC;34990
LACOSTE;34800
LAGAMAS;34150
LANSARGUES;34130
LAROQUE;34190
LAURET;34270
LES MATELLES;34270
MAUGUIO;34130
MIREVAL;34110
MONTADY;34310
MONTAGNAC;34530
MONTPELLIER;34000
MONTPEYROUX;34150
NEBIAN;34800
OUPIA;34210
PALAVAS LES FLOTS;34250
PAULHAN;34230
PEROLS;34470
PIERRERUE;34360
PINET;34850
POUSSAN;34560
QUARANTE;34310
LES RIVES;34520
ROMIGUIERES;34650
ST ANDRE DE SANGONIS;34725
ST BAUZILLE DE PUTOIS;34190
STE CROIX DE QUINTILLARGUES;34270
ST JULIEN;34390
ST MATHIEU DE TREVIERS;34270
SUSSARGUES;34160
TAUSSAC LA BILLIERE;34600
LA TOUR SUR ORB;34260
LE TRIADOU;34270
LA VACQUERIE ET ST MARTIN DE CASTRIES;34520
VIAS;34450
VIC LA GARDIOLE;34110
VIEUSSAN;34390
VILLENEUVE LES MAGUELONE;34750
VIOLS LE FORT;34380
ACIGNE;35690
LA BAUSSAINE;35190
LA BAZOUGE DU DESERT;35420
BOVEL;35330
BRUZ;35170
CANCALE;35260
CESSON SEVIGNE;35510
CHAMPEAUX;35500
CHANCE;35680
LA CHAPELLE DE BRAIN;35660
LA CHAPELLE THOUARAULT;35590
CHATEAUGIRON;35410
CHAUVIGNE;35490
CREVIN;35320
LE CROUAIS;35290
LA DOMINELAIS;35390
DOMPIERRE DU CHEMIN;35210
DOURDAIN;35450
EANCE;35640
FEINS;35440
FLEURIGNE;35133
FORGES LA FORET;35640
FOUGERES;35300
GAEL;35290
GOVEN;35580
GUIPEL;35440
HEDE BAZOUGES;35630
L HERMITAGE;35590
HIREL;35120
IFFENDIC;35750
LAILLE;35890
LANDUJAN;35360
LANGAN;35850
LANRIGAN;35270
LILLEMER;35111
LIZIO;56460
LORIENT;56100
LOYAT;56800
MOLAC;56230
MOREAC;56500
EVELLYS;56500
NEANT SUR YVEL;56430
NIVILLAC;56130
PLEUCADEUC;56140
PLOEMEUR;56270
PLOERDUT;56160
PLOEREN;56880
PLOUHARNEL;56340
PLUMELIAU;56930
PLUVIGNER;56330
PONTIVY;56300
QUESTEMBERT;56230
RIANTEC;56670
RIEUX;56350
LA ROCHE BERNARD;56130
ST AIGNAN;56480
ST DOLAY;56130
ST GONNERY;56920
ST GORGON;56350
ST GRAVE;56220
STE HELENE;56700
ST JEAN BREVELAY;56660
ST NICOLAS DU TERTRE;56910
ST NOLFF;56250
SAUZON;56360
SENE;56860
LE SOURN;56300
TAUPONT;56800
THEIX NOYALO;56450
TREAL;56140
TREDION;56250
TREHORENTEUC;56430
LA TRINITE SUR MER;56470
ACHAIN;57340
ALBESTROFF;57670
ALTVILLER;57730
ANCY DORNOT;57130
ARS SUR MOSELLE;57130
ASSENONCOURT;57260
AUBE;57580
AUDUN LE TICHE;57390
AUGNY;57685
AULNOIS SUR SEILLE;57590
BAMBIDERSTROFF;57690
BAZONCOURT;57530
BELLANGE;57340
BENESTROFF;57670
BERLING;57370
BETTANGE;57220
BEZANGE LA PETITE;57630
BELLES FORETS;57930
BITCHE;57230
BOULANGE;57655
BOULAY MOSELLE;57220
BOUSSEVILLER;57230
BRETTNACH;57320
CAPPEL;57450
CHAMBREY;57170
CHATEAU SALINS;57170
CHATEAU VOUE;57170
CHATEL ST GERMAIN;57160
CLOUANGE;57185
CONTZ LES BAINS;57480
CREUTZWALD;57150
DALEM;57550
DESSELING;57260
DOMNOM LES DIEUZE;57260
DONJEUX;57590
ELVANGE;57690
EPPING;57720
FAMECK;57290
FLEISHEIM;57635
FLORANGE;57190
FORBACH;57600
FRAUENBERG;57200
FREMESTROFF;57660
GOETZENBRUCK;57620
GOMELANGE;57220
GOSSELMING;57930
GRENING;57660
GRINDORFF BIZING;57480
GROSBLIEDERSTROFF;57520
GROS REDERCHING;57410
GRUNDVILLER;57510
GUEBENHOUSE;57510
GUINZELING;57670
GUNTZVILLER;57405
HAGEN;57570
HARPRICH;57340
HARTZVILLER;57870
BUETHWILLER;68210
BUHL;68530
BURNHAUPT LE HAUT;68520
CHALAMPE;68490
CHAVANNES SUR L ETANG;68210
DOLLEREN;68290
EGLINGEN;68720
ELBACH;68210
EMLINGEN;68130
ESCHENTZWILLER;68440
FELDBACH;68640
FELDKIRCH;68540
FELLERING;68470
FESSENHEIM;68740
FISLIS;68480
FOLGENSBOURG;68220
FORTSCHWIHR;68320
FRANKEN;68130
GEISWASSER;68600
GILDWILLER;68210
HAUSGAUEN;68130
HECKEN;68210
HEGENHEIM;68220
HEIMERSDORF;68560
HEITEREN;68600
HERRLISHEIM PRES COLMAR;68420
HETTENSCHLAG;68600
HOHROD;68140
PORTE DU RIED;68320
HORBOURG WIHR;68180
ILLZACH;68110
KAYSERSBERG VIGNOBLE;68240
LAUTENBACH;68610
LAUTENBACHZELL;68610
VALDIEU LUTRAN;68210
LUTTER;68480
MERTZEN;68210
MITZACH;68470
MOERNACH;68480
MOLLAU;68470
MOOSLARGUE;68580
MUHLBACH SUR MUNSTER;68380
MULHOUSE;68200
MUNTZENHEIM;68320
MUNWILLER;68250
NAMBSHEIM;68740
OBERMORSCHWILLER;68130
OBERSAASHEIM;68600
OLTINGUE;68480
ORSCHWIHR;68500
OSTHEIM;68150
OTTMARSHEIM;68490
PETIT LANDAU;68490
RANSPACH;68470
RANSPACH LE BAS;68730
RANTZWILLER;68510
RETZWILLER;68210
RIMBACH PRES MASEVAUX;68290
RIQUEWIHR;68340
RODEREN;68800
RORSCHWIHR;68590
RUMERSHEIM LE HAUT;68740
STE CROIX AUX MINES;68160
ST HIPPOLYTE;68590
STE MARIE AUX MINES;68160
SAUSHEIM;68390
SCHWOBEN;68130
STOSSWIHR;68140
TAGOLSHEIM;68720
THANN;68800
THANNENKIRCH;68590
UEBERSTRASS;68580
URSCHENHEIM;68320
VOEGTLINSHOFFEN;68420
WATTWILLER;68700
WILLER;68960
WUENHEIM;68500
AMBERIEUX;69480
AMPLEPUIS;69550
BESSENAY;69690
LE BOIS D OINGT;69620
BRIGNAIS;69530
BRUSSIEU;69690
CHAMBOST ALLIERES;69870
CHAMELET;69620
CHAMPAGNE AU MONT D OR;69410
CHARBONNIERES LES BAINS;69260
CHARLY;69390
CHASSELAY;69380
CHAUSSAN;69440
LES CHERES;69380
CHIROUBLES;69115
CONDRIEU;69420
COUZON AU MONT D OR;69270
DARDILLY;69570
ECHALAS;69700
EMERINGES;69840
AUBREVILLE;55120
AVILLERS STE CROIX;55210
AVIOTH;55600
BANTHEVILLE;55110
BAR LE DUC;55000
BAUDREMONT;55260
BEAULIEU EN ARGONNE;55250
BENEY EN WOEVRE;55210
BIENCOURT SUR ORGE;55290
BISLEE;55300
BOINVILLE EN WOEVRE;55400
BOVEE SUR BARBOURE;55190
BRANDEVILLE;55150
BRAQUIS;55400
BRIZEAUX;55250
BROUSSEY RAULECOURT;55200
CHALAINES;55140
COMMERCY;55200
COURCELLES EN BARROIS;55260
COUROUVRE;55260
COUVONGES;55800
DANNEVOUX;55110
DELUT;55150
DEMANGE AUX EAUX;55130
DIEPPE SOUS DOUAUMONT;55400
DOMBRAS;55150
DUN SUR MEUSE;55110
EIX;55400
LES EPARGES;55160
EPIEZ SUR MEUSE;55140
ESNES EN ARGONNE;55100
ETRAYE;55150
EVRES;55250
FONTAINES ST CLAIR;55110
FOUCAUCOURT SUR THABAS;55250
FOUCHERES AUX BOIS;55500
FRESNES AU MONT;55260
GINCREY;55400
GOURAINCOURT;55230
GREMILLY;55150
HANNONVILLE SOUS LES COTES;55210
HAN SUR MEUSE;55300
HENNEMONT;55160
INOR;55700
JOUY EN ARGONNE;55120
LAHEYCOURT;55800
LANEUVILLE AU RUPT;55190
LONGEVILLE EN BARROIS;55000
LOUPPY LE CHATEAU;55800
LUZY ST MARTIN;55700
MAIZERAY;55160
MALANCOURT;55270
MARRE;55100
MAULAN;55500
MECRIN;55300
MENIL LA HORGNE;55190
MENIL SUR SAULX;55500
MONTIGNY LES VAUCOULEURS;55140
MOULOTTE;55160
NAIVES ROSIERES;55000
NANTILLOIS;55270
LE NEUFOUR;55120
NOYERS AUZECOURT;55800
OSCHES;55220
PAGNY LA BLANCHE COTE;55140
PAREID;55160
PIERREFITTE SUR AIRE;55260
PILLON;55230
PONT SUR MEUSE;55200
RECOURT LE CREUX;55220
REMBERCOURT SOMMAISNE;55250
RICHECOURT;55300
RIGNY LA SALLE;55140
RIGNY ST MARTIN;55140
RONVAUX;55160
ROUVROIS SUR MEUSE;55300
ST AMAND SUR ORNAIN;55500
ST MAURICE SOUS LES COTES;55210
SAUVIGNY;55140
SAVONNIERES EN PERTHOIS;55170
SEIGNEULLES;55000
SENON;55230
VALONNE;25190
VAUCLUSOTTE;25380
LA VEZE;25660
VILLENEUVE D AMONT;25270
VILLERS GRELOT;25640
VILLERS LA COMBE;25510
ALIXAN;26300
AMBONIL;26800
ANCONE;26200
AUBENASSON;26340
LA BAUME DE TRANSIT;26790
BEAUFORT SUR GERVANNE;26400
BEAUREGARD BARET;26300
BEAUVOISIN;26170
LA BEGUDE DE MAZENC;26160
BELLECOMBE TARENDOL;26110
BEZAUDUN SUR BINE;26460
BOURG DE PEAGE;26300
BOURG LES VALENCE;26500
BREN;26260
LE CHAFFAL;26190
CHALANCON;26470
LE CHALON;26350
CHANOS CURSON;26600
CHARENS;26310
CHARPEY;26300
CHATEAUNEUF DU RHONE;26780
CLERIEUX;26260
LA COUCOURDE;26740
CREPOL;26350
CURNIER;26110
ESPENEL;26340
EYGLUY ESCOULIN;26400
GEYSSANS;26750
IZON LA BRUISSE;26560
JONCHERES;26310
LAPEYROUSE MORNAY;26210
LAVAL D AIX;26150
MALATAVERNE;26780
MARGES;26260
MARIGNAC EN DIOIS;26150
MARSANNE;26740
MONTAUBAN SUR L OUVEZE;26170
MONTBRISON SUR LEZ;26770
MONTBRUN LES BAINS;26570
MONTCLAR SUR GERVANNE;26400
MONTELEGER;26760
MONTFROC;26560
MONTMAUR EN DIOIS;26150
MORAS EN VALLOIRE;26210
MUREILS;26240
LE PEGUE;26770
PIEGON;26110
LE POET SIGILLAT;26110
PONET ET ST AUBAN;26150
PONT DE L ISERE;26600
POYOLS;26310
REAUVILLE;26230
RECOUBEAU JANSAC;26310
ROCHEFORT EN VALDAINE;26160
ROCHEFORT SAMSON;26300
ROCHE ST SECRET BECONNE;26770
ROYNAC;26450
ST CHRISTOPHE ET LE LARIS;26350
STE EULALIE EN ROYANS;26190
ST MARCEL LES SAUZET;26740
ST NAZAIRE EN ROYANS;26190
ST NAZAIRE LE DESERT;26340
ST PAUL LES ROMANS;26750
ST RAMBERT D ALBON;26140
ST RESTITUT;26130
ST ROMAN;26410
ST UZE;26240
SAOU;26400
SOYANS;26400
LA TOUCHE;26160
UPIE;26120
VASSIEUX EN VERCORS;26420
VILLEFRANCHE LE CHATEAU;26560
VOLVENT;26470
JAILLANS;26300
AILLY;27600
AIZIER;27500
ARMENTIERES SUR AVRE;27820
ARNIERES SUR ITON;27180
LE VAL D HAZEY;27600
AUTHEUIL AUTHOUILLET;27490
AVIRON;27930
CHAMBOIS;27240
BACQUEPUIS;27930
BARC;27170
BARQUET;27170
LES BAUX STE CROIX;27180
MESNIL EN OUCHE;27330
LIVRE SUR CHANGEON;35450
LOHEAC;35550
LOUTEHEL;35330
LOUVIGNE DE BAIS;35680
LUITRE;35133
MARCILLE RAOUL;35560
MARCILLE ROBERT;35240
MARTIGNE FERCHAUD;35640
MEDREAC;35360
LE MINIHIC SUR RANCE;35870
MONTAUBAN DE BRETAGNE;35360
MONTGERMONT;35760
MONTHAULT;35420
MONTOURS;35460
MUEL;35290
PACE;35740
PANCE;35320
PARIGNE;35133
PIRE SUR SEICHE;35150
PLECHATEL;35470
PLERGUER;35540
PLEURTUIT;35730
RANNEE;35130
ROMILLE;35850
SAINS;35610
ST AUBIN DU PAVAIL;35410
ST BRICE EN COGLES;35460
ST DOMINEUC;35190
ST GERMAIN DU PINEL;35370
ST GERMAIN EN COGLES;35133
ST GERMAIN SUR ILLE;35250
ST GILLES;35590
ST JEAN SUR COUESNON;35140
ST MAUGAN;35750
ST MEDARD SUR ILLE;35250
ST SULPICE LA FORET;35250
LE SEL DE BRETAGNE;35320
LA SELLE EN COGLES;35460
LA SELLE GUERCHAISE;35130
THORIGNE FOUILLARD;35235
TRANS LA FORET;35610
TREMBLAY;35460
TRESBOEUF;35320
TRIMER;35190
VEZIN LE COQUET;35132
VIEUX VIEL;35610
VIGNOC;35630
LA VILLE ES NONAIS;35430
ARDENTES;36120
BARAIZE;36270
BAUDRES;36110
BELABRE;36370
LA BERTHENOUX;36400
LES BORDES;36100
BOUESSE;36200
LA BUXERETTE;36140
BUXEUIL;36150
CELON;36200
LA CHAPELLE ST LAURIAN;36150
CHITRAY;36800
CIRON;36300
CREVANT;36140
CUZION;36190
EGUZON CHANTOME;36270
FEUSINES;36160
FONTENAY;36150
INGRANDES;36300
JEU LES BOIS;36120
LIGNAC;36370
LIGNEROLLES;36160
LUANT;36350
MARTIZAY;36220
MONTGIVRAY;36400
MONTLEVICQ;36400
MOSNAY;36200
LA MOTTE FEUILLY;36160
NERET;36400
NEUVY ST SEPULCHRE;36230
OBTERRE;36290
POULAINES;36210
POULIGNY NOTRE DAME;36160
ST AIGNY;36300
ST BENOIT DU SAULT;36170
ST CYRAN DU JAMBOT;36700
ST GAULTIER;36800
ST HILAIRE SUR BENAIZE;36370
ST LACTENCIN;36500
ST MICHEL EN BRENNE;36290
ST VALENTIN;36100
SOUGE;36500
TENDU;36200
TILLY;36310
VERNEUIL SUR IGNERAIE;36400
VIGOUX;36170
HASELBOURG;57850
HAYES;57530
HEMILLY;57690
HINCKANGE;57220
HOLLING;57220
HOLVING;57510
HOMBOURG HAUT;57470
HONSKIRCH;57670
IMLING;57400
INSMING;57670
KALHAUSEN;57412
KANFEN;57330
KEMPLICH;57920
KERPRICH AUX BOIS;57830
KIRSCH LES SIERCK;57480
KLANG;57920
KNUTANGE;57240
HAUTE KONTZ;57480
LANDANGE;57830
LANEUVEVILLE EN SAULNOIS;57590
LANING;57660
LAQUENEXY;57530
LAUNSTROFF;57480
LESSE;57580
LEY;57810
LEZEY;57630
LIXHEIM;57635
LOUTZVILLER;57720
LUCY;57590
MAIZIERES LES VIC;57810
MANOM;57100
MARANGE ZONDRANGE;57690
MARIEULLES;57420
MARSAL;57630
METZ;57000
METZING;57980
MONCOURT;57810
MORVILLE LES VIC;57170
MORVILLE SUR NIED;57590
MOULINS LES METZ;57160
MOYEUVRE GRANDE;57250
MOYEUVRE PETITE;57250
NARBEFONTAINE;57220
NEUFVILLAGE;57670
NIDERVILLER;57565
NITTING;57790
NOUSSEVILLER ST NABOR;57990
NOVEANT SUR MOSELLE;57680
OBERVISSE;57220
PETIT TENQUIN;57660
PHILIPPSBOURG;57230
PLAINE DE WALSCH;57870
PORCELETTE;57890
FONTAINE LES RIBOUTS;28170
LA FRAMBOISIERE;28250
FRAZE;28160
LE GAULT ST DENIS;28800
GOMMERVILLE;28310
GUAINVILLE;28260
ILLIERS COMBRAY;28120
LANDELLES;28190
LAONS;28270
LEVAINVILLE;28700
LEVES;28300
LOGRON;28200
LOUVILLIERS EN DROUAIS;28500
LOUVILLIERS LES PERCHE;28250
LUPLANTE;28360
LUTZ EN DUNOIS;28200
MAILLEBOIS;28170
MAINTENON;28130
MARBOUE;28200
MARGON;28400
MESLAY LE VIDAME;28360
MIGNIERES;28630
MOINVILLE LA JEULIN;28700
MONTIGNY LE CHARTIF;28120
MONTIGNY LE GANNELON;28220
MONTIGNY SUR AVRE;28270
MORAINVILLE;28700
NOGENT SUR EURE;28120
NOTTONVILLE;28140
PRE ST MARTIN;28800
RECLAINVILLE;28150
ST DENIS DES PUITS;28240
ST DENIS LES PONTS;28200
ST GEORGES SUR EURE;28190
ST JEAN PIERRE FIXTE;28400
ST OUEN MARCHEFROY;28260
ST PREST;28300
SAINVILLE;28700
SAUSSAY;28260
SERVILLE;28410
SOIZE;28330
TREMBLAY LES VILLAGES;28170
TREON;28500
TRIZAY COUTRETOT ST SERGE;28400
FLEURIE;69820
GRANDRIS;69870
HAUTE RIVOIRE;69610
LARAJASSE;69590
LETRA;69620
LIERGUES;69400
LONGES;69420
MARCILLY D AZERGUES;69380
MARCY;69480
MOIRE;69620
MONTAGNY;69700
MORANCE;69480
OUROUX;69860
POLEYMIEUX AU MONT D OR;69250
POMEYS;69590
PONTCHARRA SUR TURDINE;69490
POULE LES ECHARMEAUX;69870
PROPIERES;69790
SALLES ARBUISSONNAS EN BEAUJOLAIS;69460
SARCEY;69490
LES SAUVAGES;69170
SOUZY;69610
ST APPOLINAIRE;69170
STE CATHERINE;69440
ST CYR LE CHATOUX;69870
ST FONS;69190
ST GENIS LES OLLIERES;69290
ST JULIEN SUR BIBOST;69690
ST LAURENT D AGNY;69440
ST LOUP;69490
ST ROMAIN EN GAL;69560
ST SORLIN;69440
ST SYMPHORIEN SUR COISE;69590
TAPONAS;69220
TARARE;69170
TREVES;69420
VENISSIEUX;69200
VERNAY;69430
VILLECHENEVE;69770
VOURLES;69390
YZERON;69510
GENAY;69730
JONAGE;69330
JONS;69330
ST BONNET DE MURE;69720
ST SYMPHORIEN D OZON;69360
SIMANDRES;69360
ABONCOURT GESINCOURT;70500
AILLEVANS;70110
AILLEVILLERS ET LYAUMONT;70320
AILLONCOURT;70300
AMONT ET EFFRENEY;70310
ANCIER;70100
ANDELARROT;70000
APREMONT;70100
LASSERRE;47600
LAUGNAC;47360
LAYRAC;47390
LEVIGNAC DE GUYENNE;47120
LEYRITZ MONCASSIN;47700
MARCELLUS;47200
MONCAUT;47310
MONCRABEAU;47600
MONTAGNAC SUR LEDE;47150
MONVIEL;47290
MOUSTIER;47800
PEYRIERE;47350
PINEL HAUTERIVE;47380
PORT STE MARIE;47130
POUSSIGNAC;47700
PUCH D AGENAIS;47160
RUFFIAC;47700
ST JEAN DE DURAS;47120
ST JEAN DE THURAC;47270
ST NICOLAS DE LA BALERME;47220
SAUMONT;47600
SAUVAGNAS;47340
SAUVETERRE ST DENIS;47220
SOS;47170
TAILLEBOURG;47200
TAYRAC;47270
THOUARS SUR GARONNE;47230
TOURLIAC;47210
TRENTELS;47140
VILLEBRAMAR;47380
ALLENC;48190
ANTRENAS;48100
AUMONT AUBRAC;48130
BANASSAC CANILHAC;48500
BARRE DES CEVENNES;48400
SENONCOURT LES MAUJOUY;55220
SEPTSARGES;55270
THIERVILLE SUR MEUSE;55840
TRONVILLE EN BARROIS;55310
VASSINCOURT;55800
VAUDONCOURT;55230
VELAINES;55500
VERNEUIL PETIT;55600
VIGNOT;55200
VILLECLOYE;55600
VILLERS SOUS PAREID;55160
VOUTHON BAS;55130
XIVRAY ET MARVOISIN;55300
AMBON;56190
ARZAL;56190
ARZON;56640
BRANDERION;56700
BRIGNAC;56430
CADEN;56220
CAMPENEAC;56800
CARNAC;56340
LE COURS;56230
CRACH;56950
LES FORGES;56120
LA GACILLY;56200
GAVRES;56680
GESTEL;56530
GUEHENNO;56420
GUELTAS;56920
GUENIN;56150
GUILLAC;56800
GUISCRIFF;56560
HENNEBONT;56700
ILE D HOUAT;56170
INGUINIEL;56240
INZINZAC LOCHRIST;56650
JOSSELIN;56120
LANDAUL;56690
LANESTER;56600
LANGOELAN;56160
LANTILLAC;56120
LOCMARIA;56360
LOCOAL MENDON;56550
MESLAN;56320
MOUSTOIR AC;56500
NOYAL MUZILLAC;56190
LE PALAIS;56360
PENESTIN;56760
PLESCOP;56890
PLOUAY;56240
PLUMERGAT;56400
PONT SCORFF;56620
PORCARO;56380
PRIZIAC;56320
QUELNEUC;56910
QUISTINIC;56310
ROUDOUALLEC;56110
STE BRIGITTE;56480
ST GERAND;56920
ST JEAN LA POTERIE;56350
ST MALO DE BEIGNON;56380
ST MALO DES TROIS FONTAINES;56490
ST MARTIN SUR OUST;56200
ST PERREUX;56350
ST SERVANT;56120
SEGLIEN;56160
LA TRINITE SURZUR;56190
BONO;56400
ABRESCHVILLER;57560
ALAINCOURT LA COTE;57590
AMANVILLERS;57865
ARGANCY;57640
ARS LAQUENEXY;57530
BAERENTHAL;57230
AUZAINVILLIERS;88140
BADMENIL AUX BOIS;88330
BARVILLE;88300
BAUDRICOURT;88500
BAZEGNEY;88270
BAZIEN;88700
BEAUFREMONT;88300
BELLEFONTAINE;88370
BELMONT LES DARNEY;88260
BELMONT SUR VAIR;88800
BELRUPT;88260
LE BEULAY;88490
LA BRESSE;88250
CELLES SUR PLAINE;88110
CHAMAGNE;88130
CHANTRAINE;88000
CHARMOIS L ORGUEILLEUX;88270
BERNAY;27300
BERNIENVILLE;27180
BERNOUVILLE;27660
BERVILLE LA CAMPAGNE;27170
BEZU LA FORET;27480
BEZU ST ELOI;27660
BOIS ANZERAY;27330
LA BONNEVILLE SUR ITON;27190
FLANCOURT CRESCY EN ROUMOIS;27310
BOULLEVILLE;27210
BOUQUETOT;27310
GRAND BOURGTHEROULDE;27520
BOURNAINVILLE FAVEROLLES;27230
BRESTOT;27350
BRETEUIL;27160
BREUILPONT;27640
BRIONNE;27800
BUREY;27190
CALLEVILLE;27800
CAPELLE LES GRANDS;27270
CESSEVILLE;27110
CHAMPIGNY LA FUTELAYE;27220
LA CHAPELLE GAUTHIER;27270
CHARLEVAL;27380
CHATEAU SUR EPTE;27420
MARBOIS;27160
CIERREY;27930
CONNELLES;27430
CORMEILLES;27260
LE CORMIER;27120
CORNEVILLE LA FOUQUETIERE;27300
COUDRAY;27150
COURBEPINE;27300
MESNILS SUR ITON;27160
DANGU;27720
DROISY;27320
ECAUVILLE;27110
VEXIN SUR EPTE;27420
ECQUETOT;27110
FERRIERES HAUT CLOCHER;27190
FERRIERES ST HILAIRE;27270
FIQUEFLEUR EQUAINVILLE;27210
FORT MOVILLE;27210
FOURMETOT;27500
FRANQUEVILLE;27800
FRENEUSE SUR RISLE;27290
GAILLARDBOIS CRESSENVILLE;27440
GAILLON;27600
GARENNES SUR EURE;27780
GAUDREVILLE LA RIVIERE;27190
GAUVILLE LA CAMPAGNE;27930
LA GOULAFRIERE;27390
GOURNAY LE GUERIN;27580
GRANDVILLIERS;27240
GRAVIGNY;27930
HARCOURT;27800
LA HAYE MALHERBE;27400
HECMANVILLE;27800
HECOURT;27120
HEUDEBOUVILLE;27400
HONDOUVILLE;27400
HOULBEC PRES LE GROS THEIL;27370
HUEST;27930
LA LANDE ST LEGER;27210
LERY;27690
LOUYE;27650
MALLEVILLE SUR LE BEC;27800
MALOUY;27300
MANNEVILLE LA RAOULT;27210
MARTOT;27340
MENESQUEVILLE;27850
MENNEVAL;27300
MESNIL VERCLIVES;27440
MOISVILLE;27320
MORAINVILLE JOUVEAUX;27260
BUIS SUR DAMVILLE;27240
MOUFLAINES;27420
NAGEL SEEZ MESNIL;27190
NEAUFLES AUVERGNY;27250
